"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
"235","1993-08-12T01:00:34.330Z",-12.744,166.518,35.3,5.8,"mw",NA,NA,NA,1.3,"us","usp0005yd1","2015-05-13T18:53:33.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"236","1993-11-12T14:20:11.290Z",-12.612,166.064,272.9,5,"mb",NA,NA,NA,1.4,"us","usp00063kx","2014-11-07T00:54:24.421Z","Santa Cruz Islands","earthquake",NA,33.4,NA,2,"reviewed","us","us"
"237","1993-12-06T10:33:40.160Z",-12.461,166.546,82.1,5.2,"mb",NA,NA,NA,1,"us","usp00064ry","2014-11-07T00:54:33.949Z","Santa Cruz Islands","earthquake",NA,27.2,NA,15,"reviewed","us","us"
"238","1993-12-08T02:21:02.780Z",-12.544,166.634,39.8,5.4,"mw",NA,NA,NA,1,"us","usp00064um","2015-02-11T17:16:14.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"239","1993-12-31T09:10:12.940Z",-13.231,166.184,33,4.8,"mb",NA,NA,NA,0.9,"us","usp00065vc","2014-11-07T00:54:39.361Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"240","1994-02-05T00:18:14.870Z",-13.156,166.817,198.4,4.5,"mb",NA,NA,NA,1.1,"us","usp0006822","2014-11-07T00:54:56.731Z","Vanuatu","earthquake",NA,15.9,NA,10,"reviewed","us","us"
"241","1994-03-12T20:20:59.250Z",-13.289,166.788,33,4.4,"mb",NA,NA,NA,1,"us","usp00069mc","2014-11-07T00:55:08.588Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"242","1994-09-02T10:33:20.160Z",-13.426,166.516,79.9,4.9,"mb",NA,NA,NA,1.1,"us","usp0006hv7","2014-11-07T00:56:12.675Z","Vanuatu","earthquake",NA,16.7,NA,3,"reviewed","us","us"
"243","1994-09-13T03:09:46.890Z",-13.025,166.944,188.3,5.2,"mw",NA,NA,NA,1.2,"us","usp0006jbz","2015-08-25T22:01:29.059Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"244","1994-09-14T02:05:12.530Z",-12.995,166.923,213.2,4.8,"mb",NA,NA,NA,1.1,"us","usp0006je8","2014-11-07T00:56:16.832Z","Santa Cruz Islands","earthquake",NA,22.2,NA,6,"reviewed","us","us"
"245","1994-09-21T14:15:50.420Z",-13.294,166.923,302.1,4.3,"mb",NA,NA,NA,0.5,"us","usp0006jts","2014-11-07T00:56:19.143Z","Vanuatu","earthquake",NA,39.8,NA,3,"reviewed","us","us"
"246","1994-10-15T21:12:19.900Z",-13.221,166.988,246,4.6,"mb",NA,NA,NA,1.2,"us","usp0006m5u","2014-11-07T00:56:31.331Z","Vanuatu","earthquake",NA,32,NA,5,"reviewed","us","us"
"247","1994-10-18T04:04:22.270Z",-12.896,166.618,33,4.1,"mb",NA,NA,NA,0.5,"us","usp0006m9p","2014-11-07T00:56:31.806Z","Santa Cruz Islands","earthquake",NA,NA,NA,4,"reviewed","us","us"
"248","1994-11-04T11:53:27.870Z",-13.048,166.747,135.2,5.1,"mb",NA,NA,NA,1,"us","usp0006n42","2014-11-07T00:56:40.033Z","Vanuatu","earthquake",NA,11.3,NA,17,"reviewed","us","us"
"249","1994-12-08T20:43:34.490Z",-13.297,166.871,33,4.5,"mb",NA,NA,NA,0.9,"us","usp0006ptw","2014-11-07T00:56:56.100Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"250","1995-01-20T02:10:52.790Z",-12.84,166.33,33,4.3,"mb",NA,NA,NA,1.1,"us","usp0006rmm","2014-11-07T00:57:09.836Z","Santa Cruz Islands","earthquake",NA,NA,NA,7,"reviewed","us","us"
"251","1995-01-21T11:52:18.040Z",-12.517,166.284,48.2,4.1,"mb",NA,NA,NA,0.9,"us","usp0006rpj","2014-11-07T00:57:10.220Z","Santa Cruz Islands","earthquake",NA,36.7,NA,7,"reviewed","us","us"
"252","1995-02-16T09:34:12.630Z",-12.513,166.168,69,4.2,"mb",NA,NA,NA,1.2,"us","usp0006t1q","2014-11-07T00:57:20.355Z","Santa Cruz Islands","earthquake",NA,14.7,NA,6,"reviewed","us","us"
"253","1995-03-17T02:18:39.350Z",-13.175,166.821,33,5.5,"mw",NA,NA,NA,1.2,"us","usp0006ua3","2015-02-11T17:16:23.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"254","1995-03-20T03:52:47.340Z",-12.486,166.475,52.5,5,"mb",NA,NA,NA,1.4,"us","usp0006uet","2014-11-07T00:57:32.277Z","Santa Cruz Islands","earthquake",NA,NA,NA,24,"reviewed","us","us"
"255","1995-05-15T05:24:47.960Z",-13.239,166.795,33,4.5,"mb",NA,NA,NA,1.3,"us","usp0006xd3","2014-11-07T00:57:55.739Z","Vanuatu","earthquake",NA,NA,NA,7,"reviewed","us","us"
"256","1995-05-20T15:48:45.410Z",-12.872,166.83,110.2,4.7,"mb",NA,NA,NA,1.3,"us","usp0006xrw","2014-11-07T00:57:57.888Z","Santa Cruz Islands","earthquake",NA,NA,NA,12,"reviewed","us","us"
"257","1995-05-28T00:09:14.140Z",-12.621,166.402,81.2,4.3,"mb",NA,NA,NA,1,"us","usp0006y61","2014-11-07T00:58:00.467Z","Santa Cruz Islands","earthquake",NA,NA,NA,6,"reviewed","us","us"
"258","1995-06-05T21:34:26.750Z",-13.467,166.538,100,4,"mb",NA,NA,NA,1,"us","usp0006ymt","2014-11-07T00:58:06.248Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"259","1995-08-01T02:25:32.290Z",-12.636,166.583,150,3.9,"mb",NA,NA,NA,1,"us","usp000719n","2014-11-07T00:58:26.869Z","Santa Cruz Islands","earthquake",NA,NA,NA,5,"reviewed","us","us"
"260","1995-08-26T10:53:26.420Z",-13.062,166.748,143.9,4.9,"mb",NA,NA,NA,1.1,"us","usp00072fj","2014-11-07T00:58:35.819Z","Vanuatu","earthquake",NA,11.4,NA,29,"reviewed","us","us"
"261","1995-09-11T20:26:48.970Z",-12.694,166.362,67.8,4.2,"mb",NA,NA,NA,1.2,"us","usp000738n","2014-11-07T00:58:43.190Z","Santa Cruz Islands","earthquake",NA,14.4,NA,10,"reviewed","us","us"
"262","1995-09-13T16:19:31.520Z",-12.562,166.633,135.5,4,"mb",NA,NA,NA,1.4,"us","usp00073ay","2014-11-07T00:58:43.723Z","Santa Cruz Islands","earthquake",NA,19.7,NA,6,"reviewed","us","us"
"263","1995-09-26T18:24:12.940Z",-13.098,166.997,186.4,5.8,"mw",NA,NA,NA,1,"us","usp000741c","2015-05-13T18:53:36.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"264","1995-09-26T18:31:52.670Z",-13.074,166.907,227.6,4.7,"mb",NA,NA,NA,1,"us","usp000741d","2014-11-07T00:58:47.463Z","Vanuatu","earthquake",NA,17.8,NA,19,"reviewed","us","us"
"265","1995-09-30T06:41:50.950Z",-13.16,166.442,88.1,4.5,"mb",NA,NA,NA,1.2,"us","usp000746x","2014-11-07T00:58:48.090Z","Vanuatu","earthquake",NA,14.6,NA,13,"reviewed","us","us"
"266","1995-11-06T20:26:16.560Z",-12.744,166.004,40,4.9,"ms",NA,NA,NA,1,"us","usp00076d9","2014-11-07T00:59:08.009Z","Santa Cruz Islands","earthquake",NA,NA,NA,5,"reviewed","us","us"
"267","1996-02-18T05:43:43.300Z",-12.678,166.959,260.5,4.6,"mb",NA,NA,NA,1.1,"us","usp0007da1","2014-11-07T00:59:55.208Z","Santa Cruz Islands","earthquake",NA,13.6,NA,20,"reviewed","us","us"
"268","1996-05-25T08:37:48.660Z",-13.182,167.001,252.4,4.5,"mb",NA,NA,NA,1.1,"us","usp0007hsc","2014-11-07T01:00:29.062Z","Vanuatu","earthquake",NA,57.9,NA,9,"reviewed","us","us"
"269","1996-05-26T08:34:29.910Z",-12.417,166.57,33,3.9,"mb",NA,NA,NA,1.1,"us","usp0007htj","2014-11-07T01:00:29.197Z","Santa Cruz Islands","earthquake",NA,NA,NA,5,"reviewed","us","us"
"270","1996-06-03T00:48:42.630Z",-12.577,166.533,52.3,4.8,"mb",NA,NA,NA,1,"us","usp0007j2u","2014-11-07T01:00:33.408Z","Santa Cruz Islands","earthquake",NA,NA,NA,25,"reviewed","us","us"
"271","1996-06-10T11:26:32.060Z",-12.616,166.155,33,4.1,"mb",NA,NA,NA,1.4,"us","usp0007jf9","2014-11-07T01:00:36.271Z","Santa Cruz Islands","earthquake",NA,NA,NA,5,"reviewed","us","us"
"272","1996-06-16T07:37:52.900Z",-12.828,166.136,100,3.9,"mb",NA,NA,NA,1.3,"us","usp0007jum","2014-11-07T01:00:38.126Z","Santa Cruz Islands","earthquake",NA,NA,NA,8,"reviewed","us","us"
"273","1996-07-09T03:56:04.810Z",-13.337,166.697,33,4.6,"mb",NA,NA,NA,1.1,"us","usp0007kvs","2014-11-07T01:00:47.085Z","Vanuatu","earthquake",NA,NA,NA,16,"reviewed","us","us"
"274","1996-07-22T11:20:36.840Z",-12.501,166.922,216.2,4.5,"mb",NA,NA,NA,1,"us","usp0007mdt","2014-11-07T01:00:49.285Z","Santa Cruz Islands","earthquake",NA,NA,NA,35,"reviewed","us","us"
"275","1996-08-10T07:23:18.930Z",-12.514,166.977,208.7,4.5,"mb",NA,NA,NA,1.1,"us","usp0007nbp","2014-11-07T01:00:57.790Z","Santa Cruz Islands","earthquake",NA,NA,NA,39,"reviewed","us","us"
"276","1996-08-11T01:31:16.780Z",-13.396,166.692,99.8,6.1,"mwb",NA,NA,NA,1.3,"us","usp0007ndd","2015-06-30T16:59:02.144Z","Vanuatu","earthquake",NA,7.4,NA,NA,"reviewed","us","us"
"277","1996-08-11T02:01:55.510Z",-13.237,166.595,33,4.1,"mb",NA,NA,NA,1.4,"us","usp0007ndh","2014-11-07T01:00:58.190Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"278","1996-08-15T07:33:50.590Z",-13.302,166.838,33,6.2,"mwc",NA,NA,NA,1.2,"us","usp0007nkx","2015-06-30T16:59:02.146Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"279","1996-09-25T12:48:08.110Z",-13.326,166.619,33,4.6,"mb",NA,NA,NA,1.07,"us","usp0007qf7","2014-11-07T01:01:13.196Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"280","1996-11-28T16:50:00.120Z",-12.778,166.995,188.7,3.9,"mb",NA,NA,NA,1.04,"us","usp0007tpn","2014-11-07T01:01:38.897Z","Santa Cruz Islands","earthquake",NA,NA,NA,3,"reviewed","us","us"
"281","1996-12-28T06:55:32.910Z",-13.406,166.826,52.8,4.7,"mb",NA,NA,NA,1.13,"us","usp0007v3t","2014-11-07T01:01:50.522Z","Vanuatu","earthquake",NA,NA,NA,12,"reviewed","us","us"
"282","1997-01-29T23:19:20.890Z",-12.904,166.376,33,6.2,"mwc",NA,NA,NA,1.33,"us","usp0007wh7","2015-05-13T18:53:38.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"283","1997-01-29T23:31:11.080Z",-12.899,166.588,33,4.7,"mb",NA,NA,NA,0.99,"us","usp0007wh8","2014-11-07T01:02:01.091Z","Santa Cruz Islands","earthquake",NA,NA,NA,6,"reviewed","us","us"
"284","1997-02-27T21:53:58.230Z",-12.781,166.618,100,4.3,"mb",NA,NA,NA,1.15,"us","usp0007xxd","2014-11-07T01:02:11.894Z","Santa Cruz Islands","earthquake",NA,NA,NA,3,"reviewed","us","us"
"285","1997-03-05T13:55:52.150Z",-13.377,166.452,33,5.5,"mwc",NA,NA,NA,1.37,"us","usp0007yax","2015-02-11T17:16:39.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"286","1997-03-07T23:15:33.690Z",-12.573,166.88,250,4.4,"mb",NA,NA,NA,1.26,"us","usp0007yfz","2014-11-07T01:02:18.466Z","Santa Cruz Islands","earthquake",NA,NA,NA,6,"reviewed","us","us"
"287","1997-03-26T20:24:56.760Z",-12.776,166.762,100,4.1,"mb",NA,NA,NA,0.88,"us","usp0007zg9","2014-11-07T01:02:23.090Z","Santa Cruz Islands","earthquake",NA,NA,NA,2,"reviewed","us","us"
"288","1997-04-08T21:18:52.840Z",-12.559,166.525,33,4,"mb",NA,NA,NA,0.82,"us","usp000806y","2014-11-07T01:02:31.705Z","Santa Cruz Islands","earthquake",NA,NA,NA,1,"reviewed","us","us"
"289","1997-04-21T12:02:26.430Z",-12.584,166.676,33,7.7,"mwc",NA,NA,NA,0.93,"us","usp00080wt","2015-06-30T16:59:02.217Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"290","1997-04-21T12:06:34.350Z",-12.881,166.464,33,6.1,"mb",NA,NA,NA,0.86,"us","usp00080wu","2014-11-07T01:02:36.819Z","Santa Cruz Islands","earthquake",NA,NA,NA,2,"reviewed","us","us"
"291","1997-04-21T12:11:27.860Z",-13.5,166.541,33,6.2,"mb",NA,NA,NA,1.06,"us","usp00080wv","2015-07-13T17:02:24.000Z","Vanuatu","earthquake",NA,NA,NA,38,"reviewed","us","us"
"292","1997-04-21T12:14:40.200Z",-13.447,166.629,33,5.3,"mb",NA,NA,NA,0.61,"us","usp00080ww","2014-11-07T01:02:36.881Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"293","1997-04-21T12:15:56.840Z",-13.406,166.344,33,6,"mb",NA,NA,NA,1.26,"us","usp00080wx","2014-11-07T01:02:36.935Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"294","1997-04-21T12:34:36.210Z",-13.309,166.23,33,5.2,"mb",NA,NA,NA,1.09,"us","usp00080x3","2014-11-07T01:02:36.985Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"295","1997-04-21T12:48:37.960Z",-13.137,166.258,33,5.3,"mb",NA,NA,NA,1.08,"us","usp00080x7","2014-11-07T01:02:37.010Z","Vanuatu","earthquake",NA,NA,NA,12,"reviewed","us","us"
"296","1997-04-21T12:51:29.450Z",-13.218,166.435,33,5.1,"mb",NA,NA,NA,0.89,"us","usp00080x8","2014-11-07T01:02:37.016Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"297","1997-04-21T13:00:24.130Z",-13.382,166.519,33,4.7,"mb",NA,NA,NA,0.82,"us","usp00080x9","2014-11-07T01:02:37.022Z","Vanuatu","earthquake",NA,NA,NA,6,"reviewed","us","us"
"298","1997-04-21T13:10:57.840Z",-13.228,166.446,33,5.4,"mb",NA,NA,NA,1,"us","usp00080xb","2014-11-07T01:02:37.029Z","Vanuatu","earthquake",NA,NA,NA,20,"reviewed","us","us"
"299","1997-04-21T13:27:52.160Z",-13.393,166.677,33,5.1,"mb",NA,NA,NA,0.92,"us","usp00080xd","2014-11-07T01:02:37.046Z","Vanuatu","earthquake",NA,NA,NA,21,"reviewed","us","us"
"300","1997-04-21T13:45:13.140Z",-13.452,166.461,33,5,"mb",NA,NA,NA,1.05,"us","usp00080xh","2014-11-07T01:02:37.063Z","Vanuatu","earthquake",NA,NA,NA,6,"reviewed","us","us"
"301","1997-04-21T13:56:45.050Z",-13.248,166.221,33,4.9,"mb",NA,NA,NA,1.2,"us","usp00080xk","2014-11-07T01:02:37.069Z","Vanuatu","earthquake",NA,NA,NA,11,"reviewed","us","us"
"302","1997-04-21T14:51:29.550Z",-13.059,166.494,33,4.6,"mb",NA,NA,NA,0.9,"us","usp00080xs","2014-11-07T01:02:37.102Z","Vanuatu","earthquake",NA,NA,NA,7,"reviewed","us","us"
"303","1997-04-21T15:13:29.480Z",-13.435,166.592,33,4.7,"mb",NA,NA,NA,0.94,"us","usp00080xw","2014-11-07T01:02:37.116Z","Vanuatu","earthquake",NA,NA,NA,15,"reviewed","us","us"
"304","1997-04-21T15:17:33.850Z",-13.483,166.526,33,5.1,"mb",NA,NA,NA,0.99,"us","usp00080xx","2014-11-07T01:02:37.120Z","Vanuatu","earthquake",NA,NA,NA,19,"reviewed","us","us"
"305","1997-04-21T15:19:55.030Z",-13.101,166.515,33,4.7,"mb",NA,NA,NA,0.76,"us","usp00080xy","2014-11-07T01:02:37.128Z","Vanuatu","earthquake",NA,NA,NA,7,"reviewed","us","us"
"306","1997-04-21T15:48:57.760Z",-13.492,166.201,33,4.5,"mb",NA,NA,NA,1.12,"us","usp00080y4","2014-11-07T01:02:37.154Z","Vanuatu","earthquake",NA,NA,NA,8,"reviewed","us","us"
"307","1997-04-21T15:55:42.570Z",-13.305,166.287,33,4.7,"mb",NA,NA,NA,0.94,"us","usp00080y6","2014-11-07T01:02:37.158Z","Vanuatu","earthquake",NA,NA,NA,11,"reviewed","us","us"
"308","1997-04-21T16:26:24.060Z",-13.377,166.422,33,4.4,"mb",NA,NA,NA,1.06,"us","usp00080y9","2014-11-07T01:02:37.164Z","Vanuatu","earthquake",NA,NA,NA,8,"reviewed","us","us"
"309","1997-04-21T16:43:20.400Z",-13.21,166.401,33,5,"mb",NA,NA,NA,0.98,"us","usp00080yd","2014-11-07T01:02:37.174Z","Vanuatu","earthquake",NA,NA,NA,15,"reviewed","us","us"
"310","1997-04-21T17:08:10.430Z",-13.074,166.022,33,4.5,"mb",NA,NA,NA,1.29,"us","usp00080ye","2014-11-07T01:02:37.179Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"311","1997-04-21T17:24:38.600Z",-13.324,166.322,33,4.4,"mb",NA,NA,NA,1.26,"us","usp00080yg","2014-11-07T01:02:37.183Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"312","1997-04-21T18:06:34.410Z",-13.255,166.041,33,4.7,"mb",NA,NA,NA,1.03,"us","usp00080yj","2014-11-07T01:02:37.200Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"313","1997-04-21T18:11:05.200Z",-13.205,166.281,33,4.3,"mb",NA,NA,NA,1.18,"us","usp00080yk","2014-11-07T01:02:37.201Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"314","1997-04-21T19:38:36.650Z",-13.343,166.382,33,4.4,"mb",NA,NA,NA,1.09,"us","usp00080yq","2014-11-07T01:02:37.208Z","Vanuatu","earthquake",NA,NA,NA,11,"reviewed","us","us"
"315","1997-04-21T20:03:07.090Z",-13.342,166.455,33,5.1,"ms",NA,NA,NA,0.98,"us","usp00080yt","2014-11-07T01:02:37.228Z","Vanuatu","earthquake",NA,NA,NA,16,"reviewed","us","us"
"316","1997-04-21T20:18:21.280Z",-13.193,166.498,33,4.7,"mb",NA,NA,NA,0.89,"us","usp00080yv","2014-11-07T01:02:37.239Z","Vanuatu","earthquake",NA,NA,NA,12,"reviewed","us","us"
"317","1997-04-21T20:33:00.680Z",-13.38,166.754,33,4.3,"mb",NA,NA,NA,1.24,"us","usp00080yw","2014-11-07T01:02:37.243Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"318","1997-04-21T21:23:53.800Z",-13.158,166.522,33,5.5,"ms",NA,NA,NA,0.92,"us","usp00080z4","2014-11-07T01:02:37.267Z","Vanuatu","earthquake",NA,NA,NA,51,"reviewed","us","us"
"319","1997-04-21T23:12:49.640Z",-13.223,166.31,33,4.7,"mb",NA,NA,NA,0.84,"us","usp00080z9","2014-11-07T01:02:37.294Z","Vanuatu","earthquake",NA,NA,NA,14,"reviewed","us","us"
"320","1997-04-22T00:53:46.200Z",-13.054,166.309,33,4.4,"mb",NA,NA,NA,0.94,"us","usp00080ze","2014-11-07T01:02:37.304Z","Vanuatu","earthquake",NA,NA,NA,8,"reviewed","us","us"
"321","1997-04-22T03:00:10.330Z",-13.241,166.171,33,4.6,"mb",NA,NA,NA,1.36,"us","usp00080zq","2014-11-07T01:02:37.332Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"322","1997-04-22T07:20:51.310Z",-13.281,166.332,33,4.4,"mb",NA,NA,NA,1.49,"us","usp0008102","2014-11-07T01:02:37.386Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"323","1997-04-22T07:47:45.590Z",-13.243,166.447,33,4.2,"mb",NA,NA,NA,1.39,"us","usp0008107","2014-11-07T01:02:37.396Z","Vanuatu","earthquake",NA,NA,NA,6,"reviewed","us","us"
"324","1997-04-22T08:02:11.020Z",-13.469,166.497,33,4.7,"mb",NA,NA,NA,0.86,"us","usp0008108","2014-11-07T01:02:37.398Z","Vanuatu","earthquake",NA,NA,NA,8,"reviewed","us","us"
"325","1997-04-22T08:41:00.240Z",-12.9,166.498,33,4.6,"mb",NA,NA,NA,1.08,"us","usp000810a","2014-11-07T01:02:37.404Z","Santa Cruz Islands","earthquake",NA,NA,NA,8,"reviewed","us","us"
"326","1997-04-22T09:01:57.530Z",-13.318,166.342,33,4.4,"mb",NA,NA,NA,0.99,"us","usp000810d","2014-11-07T01:02:37.410Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"327","1997-04-22T13:09:18.990Z",-12.878,166.231,33,4.4,"mb",NA,NA,NA,0.92,"us","usp0008117","2014-11-07T01:02:37.547Z","Santa Cruz Islands","earthquake",NA,NA,NA,4,"reviewed","us","us"
"328","1997-04-22T15:28:18.200Z",-13.161,166.479,33,4.9,"mb",NA,NA,NA,1.06,"us","usp000811k","2014-11-07T01:02:37.577Z","Vanuatu","earthquake",NA,NA,NA,13,"reviewed","us","us"
"329","1997-04-22T15:42:10.130Z",-13.173,166.633,33,4.3,"mb",NA,NA,NA,0.79,"us","usp000811p","2014-11-07T01:02:37.584Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"330","1997-04-22T15:44:53.190Z",-13.322,166.284,33,4.6,"mb",NA,NA,NA,1.04,"us","usp000811q","2014-11-07T01:02:37.586Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"331","1997-04-22T16:46:53.710Z",-13.237,166.367,33,4.5,"mb",NA,NA,NA,0.87,"us","usp000811t","2014-11-07T01:02:37.592Z","Vanuatu","earthquake",NA,NA,NA,10,"reviewed","us","us"
"332","1997-04-22T16:51:53.520Z",-13.221,166.45,33,5.8,"mwc",NA,NA,NA,0.97,"us","usp000811u","2015-05-13T18:53:38.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"333","1997-04-22T17:15:23.650Z",-13.166,166.501,33,4.7,"mb",NA,NA,NA,0.9,"us","usp000811w","2014-11-07T01:02:37.631Z","Vanuatu","earthquake",NA,NA,NA,12,"reviewed","us","us"
"334","1997-04-22T17:37:38.570Z",-13.44,166.198,33,5,"mb",NA,NA,NA,0.87,"us","usp000811y","2014-11-07T01:02:37.637Z","Vanuatu","earthquake",NA,NA,NA,16,"reviewed","us","us"
"335","1997-04-22T20:21:48.120Z",-13.085,166.294,33,4.6,"mb",NA,NA,NA,0.68,"us","usp000812a","2014-11-07T01:02:37.672Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"336","1997-04-22T23:28:56.620Z",-13.289,166.316,33,4.3,"mb",NA,NA,NA,0.83,"us","usp000812q","2014-11-07T01:02:37.736Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"337","1997-04-22T23:48:25.780Z",-13.122,166.431,33,4.9,"mb",NA,NA,NA,0.8,"us","usp000812r","2014-11-07T01:02:37.740Z","Vanuatu","earthquake",NA,NA,NA,7,"reviewed","us","us"
"338","1997-04-23T00:28:15.500Z",-13.457,166.361,33,4,"mb",NA,NA,NA,1.07,"us","usp000812v","2014-11-07T01:02:37.769Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"339","1997-04-23T00:54:37.560Z",-13.352,166.398,33,4.7,"mb",NA,NA,NA,1.08,"us","usp000812w","2014-11-07T01:02:37.771Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"340","1997-04-23T01:40:57.600Z",-13.34,166.393,33,4.1,"mb",NA,NA,NA,1.41,"us","usp000812z","2014-11-07T01:02:37.781Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"341","1997-04-23T03:01:56.030Z",-13.308,166.33,33,5.1,"mb",NA,NA,NA,1.15,"us","usp0008133","2014-11-07T01:02:37.791Z","Vanuatu","earthquake",NA,NA,NA,18,"reviewed","us","us"
"342","1997-04-23T04:26:30.090Z",-13.402,166.52,33,4.4,"mb",NA,NA,NA,1.06,"us","usp0008138","2014-11-07T01:02:37.836Z","Vanuatu","earthquake",NA,NA,NA,6,"reviewed","us","us"
"343","1997-04-23T07:13:44.110Z",-13.422,166.509,33,4.4,"mb",NA,NA,NA,1.46,"us","usp000813f","2014-11-07T01:02:37.848Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"344","1997-04-23T09:31:21.200Z",-13.225,166.16,33,4.3,"mb",NA,NA,NA,1.38,"us","usp000813m","2014-11-07T01:02:37.881Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"345","1997-04-23T10:04:00.400Z",-13.249,166.141,33,4.2,"mb",NA,NA,NA,0.65,"us","usp000813n","2014-11-07T01:02:37.883Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"346","1997-04-23T10:40:33.640Z",-13.416,166.218,33,4.3,"mb",NA,NA,NA,0.89,"us","usp000813r","2014-11-07T01:02:37.889Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"347","1997-04-23T10:44:14.930Z",-13.368,166.308,33,4.7,"mb",NA,NA,NA,1.25,"us","usp000813s","2014-11-07T01:02:37.890Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"348","1997-04-23T10:46:23.540Z",-13.167,166.46,33,4.5,"mb",NA,NA,NA,1.1,"us","usp000813t","2014-11-07T01:02:37.894Z","Vanuatu","earthquake",NA,NA,NA,7,"reviewed","us","us"
"349","1997-04-23T12:27:28.490Z",-13.316,166.277,33,4.8,"mb",NA,NA,NA,1.06,"us","usp000813y","2014-11-07T01:02:37.903Z","Vanuatu","earthquake",NA,NA,NA,17,"reviewed","us","us"
"350","1997-04-23T22:57:24.620Z",-12.825,166.011,33,4.9,"mb",NA,NA,NA,1.11,"us","usp000814q","2014-11-07T01:02:38.029Z","Santa Cruz Islands","earthquake",NA,NA,NA,8,"reviewed","us","us"
"351","1997-04-24T14:48:15.850Z",-12.981,166.394,33,4.2,"mb",NA,NA,NA,1.33,"us","usp000815x","2014-11-07T01:02:38.119Z","Santa Cruz Islands","earthquake",NA,NA,NA,3,"reviewed","us","us"
"352","1997-04-25T00:39:44.260Z",-13.39,166.284,33,4.3,"mb",NA,NA,NA,1.33,"us","usp0008171","2014-11-07T01:02:38.194Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"353","1997-04-25T18:08:43.720Z",-13.417,166.589,33,5.4,"mwc",NA,NA,NA,1.08,"us","usp000818u","2015-02-11T17:16:40.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"354","1997-04-25T20:20:34.060Z",-13.385,166.626,33,4.2,"mb",NA,NA,NA,1.11,"us","usp0008190","2014-11-07T01:02:38.430Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"355","1997-04-25T23:03:04.950Z",-13.423,166.659,33,5.4,"mwc",NA,NA,NA,1.14,"us","usp0008195","2015-02-11T17:16:40.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
